eventid,ccode,id,countryname,startdate,enddate,stday,stmo,styr,eday,emo,eyr,duration,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,gislocnum,issue1,issue2,issue3,issuenote,nsource,acd_questionable,notes,female_event,lgbtq_issue,coder,latitude,longitude,geo_comments,location_precision
700144,70,144,Mexico,7-Sep-96,7-Sep-96,7,9,1996,7,9,1996,1,9,0,Gunmen,,,PRI mayoral candidate,,0,0,-99,0,0,Benito Juarez,Benito Juarez,1,2,2,14,,,Gunmen attack a PRI mayoral candidate.,AP,0,Event refers to the town of Benito Juarez in Guerrero state.,0,0,CL,19.37941,-99.159142,,
700145,70,145,Mexico,14-Sep-96,14-Sep-96,14,9,1996,14,9,1996,1,8,0,Unknown bombers,,,State police officers,,0,1,-99,0,0,Chiapas state,Chiapas state,1,6,6,14,,,A bomb explodes in a state police truck.,AP,0,Date estimated.,0,0,CL,16.322439,-91.791061,,
700146,70,146,Mexico,14-Sep-96,14-Sep-96,14,9,1996,14,9,1996,1,9,0,Unknown gunmen,,,Ranchers,,0,0,-99,0,0,Tlalmanalco,Tlalmanalco,1,3,3,14,,,Unknown gunmen set fire to a ranch.,AP,0,Date estimated.,0,0,CL,19.204439,-98.802498,,
700147,70,147,Mexico,24-Sep-96,24-Sep-96,24,9,1996,24,9,1996,1,8,0,Gunmen,,,Army soldiers,,1,0,-99,2,0,Heliodoro Castillo,Heliodoro Castillo,1,3,3,14,,,Armed men attack a group of soldiers.,AP,1,Attack may or may not be related to the EPR rebel group.,0,0,CL,17.6465,-99.524529,,
700148,70,148,Mexico,12-Oct-96,12-Oct-96,12,10,1996,12,10,1996,1,2,0,Indigenous peoples,,,Government,,1,0,4,0,0,Mexico City,Mexico City,1,1,1,5,,,Thousands march on Columbus Day in favor of indigenous rights.,Both,0,,0,0,CL,19.43261,-99.133209,,
700149,70,149,Mexico,19-Oct-96,19-Oct-96,19,10,1996,19,10,1996,1,4,0,Prisoners,,,Prison,,1,0,3,0,0,Mexico City,Mexico City,1,1,1,13,,,Prisoners stage an uprising.,AP,0,,0,0,CL,19.43261,-99.133209,,
700150,70,150,Mexico,31-Oct-96,31-Oct-96,31,10,1996,31,10,1996,1,8,0,Unknown gunmen,,,Police,,1,0,-99,2,0,North of Mexico City,North of Mexico City,1,3,3,14,,,Two soldiers are killed in an attack.,AP,0,Date estimated.,0,0,CL,19.959999,-99.054001,,no
700151,70,151,Mexico,1-Nov-96,1-Nov-96,1,11,1996,1,11,1996,1,8,0,Unknown gunmen,,,Police,,1,0,-99,2,0,Coacalco,Coacalco,1,2,2,14,,,Unknown gunmen attack police.,AP,0,,0,0,CL,19.62908,-99.104347,Coordinates listed now are from Coacalco from itouchmap.com,
700152,70,152,Mexico,1-Nov-96,1-Nov-96,1,11,1996,1,11,1996,1,8,0,Unknown gunmen,,,Police,,1,0,-99,5,0,Oaxaca City,Oaxaca City,1,2,2,14,,,Gunmen erect a fiery roadblock near a gasoline depot and start a firefight with police.  The EZLN and EPR rebels are specifically mentioned as not being involved.,AP,0,,0,0,CL,17.05942,-96.721619,,
700153,70,153,Mexico,13-Nov-96,13-Nov-96,13,11,1996,13,11,1996,1,9,0,Unknown gunmen,,,Former prosecutor,,0,0,-99,1,0,Tijuana,Tijuana,1,2,2,13,,,A former prosecutor is gunned down by uniformed men claiming to be federal agents.,AP,0,,0,0,CL,32.51495,-117.0382,,
700154,70,154,Mexico,30-Nov-96,30-Nov-96,30,11,1996,30,11,1996,1,9,0,Unknown gunmen,,,Peace activists,,0,0,-99,0,0,Agua Fria,Agua Fria,1,3,3,14,,,Gunmen attack a bus containing American and Mexican peace activists.,AP,0,,0,0,CL,25.816669,-100.1667,,
700155,70,155,Mexico,3-Jan-97,3-Jan-97,3,1,1997,3,1,1997,1,4,0,Prisoners,,,Prison guards,,1,0,-99,1,0,Guadalajara,Guadalajara,1,2,2,13,,,A prison riot occurs.,AP,0,,0,0,CL,20.6597,-103.3496,,
700156,70,156,Mexico,7-Mar-97,7-Mar-97,7,3,1997,7,3,1997,1,8,0,Activist priests,Peasants,,Government,,1,0,1,2,0,Palenque,Palenque,1,3,3,12,,,Activist priests and peasants ambush police in apparent retaliation for the eviction of peasants who had seized lands in the region.,Both,0,,0,0,CL,17.510201,-91.981041,,
700157,70,157,Mexico,12-Mar-97,12-Mar-97,12,3,1997,12,3,1997,1,2,0,Protesters,,,Government,,1,0,4,0,0,Yajalon,Yajalon,1,3,3,10,,,Thousands of people march to demand the release of two jailed priests arrested in connection with the deaths of two police officers.,AP,0,"See event occuring on March 7, 1997.",0,0,CL,17.17551,-92.335114,,
700158,70,158,Mexico,12-Mar-97,12-Mar-97,12,3,1997,12,3,1997,1,8,0,EPR,,,Government,,1,0,-99,2,0,La Polvoreada,La Polvoreada,1,3,3,14,,,Leftist guerrillas and Mexican army troops fight.,AP,0,,0,0,CL,29.65,-112.3,"No La Polvoreada found. Found La Polvareda, instead.",No
700159,70,159,Mexico,13-Mar-97,13-Mar-97,13,3,1997,13,3,1997,1,9,0,Unidentified youths,,,PRI candidate,,0,0,1,0,0,Cuernavaca,Cuernavaca,1,2,2,1,,,An unidentified gang attacks a PRI candidate for mayor.,AP,0,,0,0,CL,18.921841,-99.226624,,
700160,70,160,Mexico,14-Mar-97,14-Mar-97,14,3,1997,14,3,1997,1,8,0,EPR,,,Government,,1,0,-99,3,0,El Bosque,El Bosque,1,3,3,14,,,Leftist guerrillas and Mexican army troops fight.,AP,0,,0,0,CL,17.062469,-92.721001,,
700161,70,161,Mexico,16-Mar-97,16-Mar-97,16,3,1997,16,3,1997,1,4,0,Zapatistas,,,Government,,1,0,-99,4,2,San Pedro Nixtalucum,San Pedro Nixtalucum,1,3,3,13,,,"A government supporter makes an offensive gesture at the wife of a rebel supporter, initiating a dispute that escalates.  The state government dispatches police to calm tensions. Four killed. ",AP,0,,0,0,CL,17.066669,-92.716667,San Pedro Nixtalucum could not be located. The coordinates listed are for the El Bosque municipality which the San Pedro Nixtalucum village is located in.,No
700162,70,162,Mexico,17-Mar-97,17-Mar-97,17,3,1997,17,3,1997,1,4,0,Rival prison gangs,,,Rival prison gangs,,0,0,-99,7,0,Oaxaca City,Oaxaca City,1,2,2,3,,,Rival prison gangs battle over living conditions.,AP,0,,0,0,CL,17.05942,-96.721619,,
700163,70,163,Mexico,27-Mar-97,27-Mar-97,27,3,1997,27,3,1997,1,4,0,Prison inmates,,,Prison guards,,1,0,-99,0,0,Xalapa,Xalapa,1,2,2,3,,,Prison inmates riot over living conditions.,AP,0,There are several towns of this name in Mexico.  This event occurs in Veracruz state.,0,0,CL,19.530479,-96.909126,,
700164,70,164,Mexico,31-Mar-97,31-Mar-97,31,3,1997,31,3,1997,1,9,0,Kidnappers,,,Farmers,,0,0,-99,3,0,Santiago Jocotepec,Santiago Jocotepec,1,3,3,13,,,A shoot out occurs between kidnappers and a group of small farmers refusing to pay a ransom.,AFP,0,,0,0,CL,17.5501,-95.936989,,
700165,70,165,Mexico,1-Apr-97,1-Apr-97,1,4,1997,1,4,1997,1,6,0,Auto workers,,,Nissan,,0,0,-99,0,0,Morelos,Morelos,1,2,2,2,,,Workers strike for three days to demand higher wages at a Nissan plant.,AP,0,,0,0,CL,18.681299,-99.101349,,
700166,70,166,Mexico,9-Apr-97,22-Apr-97,9,4,1997,22,4,1997,14,6,0,Auto workers,,,Chrysler,,0,0,4,0,0,Mexico City; Saltillo,Mexico City,1,4,1,2,,,"Workers at Chrysler plants across North America strike, affecting plants in Mexico, Michigan, and Indiana.",Both,0,End date is estimated.,0,0,CL,19.43261,-99.133209,,
700166,70,166,Mexico,9-Apr-97,22-Apr-97,9,4,1997,22,4,1997,14,6,0,Auto workers,,,Chrysler,,0,0,4,0,0,Mexico City; Saltillo,Saltillo,2,4,4,2,,,"Workers at Chrysler plants across North America strike, affecting plants in Mexico, Michigan, and Indiana.",Both,0,,0,0,CL,25.42672,-100.9954,,
700167,70,167,Mexico,10-Apr-97,10-Apr-97,10,4,1997,10,4,1997,1,2,0,Indigenous peoples,,,Government,,1,0,4,0,0,Nationwide,Nationwide,1,7,8,5,12,,Protests occur across Mexico to honor Emiliano Zapata.  Protesters consist in Indians demonstrating over ethnic issues and land distribution.,AP,0,,0,0,CL,23,-102,,
700168,70,168,Mexico,10-Apr-97,10-Apr-97,10,4,1997,10,4,1997,1,2,0,Protesters,,,United States,,0,0,3,0,0,Mexico City,Mexico City,1,1,1,8,,,Protesters rally outside the US embassy to protest a new immigration law.,AP,0,,0,0,CL,19.43261,-99.133209,,
700169,70,169,Mexico,11-Apr-97,16-Apr-97,11,4,1997,16,4,1997,6,6,0,Auto workers,,,Ford Motor Company,,0,0,-99,0,0,Chihuahua; Hermosillo; Cuautitlan,Chihuahua,1,4,4,2,,,Workers at Ford plants strike over a company announcement that there will be no profit-sharing this year after losses in 1996.,AP,0,,0,0,CL,28.632999,-106.0691,,
700169,70,169,Mexico,11-Apr-97,16-Apr-97,11,4,1997,16,4,1997,6,6,0,Auto workers,,,Ford Motor Company,,0,0,-99,0,0,Chihuahua; Hermosillo; Cuautitlan,Hermosillo,2,4,4,2,,,Workers at Ford plants strike over a company announcement that there will be no profit-sharing this year after losses in 1996.,AP,0,,0,0,CL,29.09164,-110.9457,,
700169,70,169,Mexico,11-Apr-97,16-Apr-97,11,4,1997,16,4,1997,6,6,0,Auto workers,,,Ford Motor Company,,0,0,-99,0,0,Chihuahua; Hermosillo; Cuautitlan,Cuautitlan,3,4,4,2,,,Workers at Ford plants strike over a company announcement that there will be no profit-sharing this year after losses in 1996.,AP,0,,0,0,CL,19.67218,-99.180969,,
700170,70,170,Mexico,1-May-97,1-May-97,1,5,1997,1,5,1997,1,2,0,Protesters,,,United States,,0,0,5,0,0,Mexico City,Mexico City,1,1,1,8,2,,"60,000 marchers demonstrate outside the US embassy on May Day against economic policies under the NAFTA agreement, just four days before President Clinton is scheduled to visit.",AP,0,,0,0,CL,19.43261,-99.133209,,
700171,70,171,Mexico,5-May-97,8-May-97,5,5,1997,8,5,1997,4,2,0,Protesters,,,United States,,0,0,-99,0,0,Mexico City,Mexico City,1,1,1,8,,,Protests occur for several days during a visit to Mexico by President Clinton.,Both,0,,0,0,CL,19.43261,-99.133209,,
700172,70,172,Mexico,5-May-97,8-May-97,5,5,1997,8,5,1997,4,10,0,Public security police,,,Riot police,,1,0,3,0,0,Mexico City,Mexico City,1,1,1,13,,,Public security police clash with riot police in a dispute over internal changes in the Mexico City police force.,AP,0,,0,0,CL,19.43261,-99.133209,,
700173,70,173,Mexico,15-May-97,15-May-97,15,5,1997,15,5,1997,1,4,0,PRI supporters,,,Zapatista supporters,,0,0,-99,0,0,Las Lomas,Las Lomas,1,3,3,11,,,Government supporters torch the homes of rebel supporters.,AP,0,Date is estimated.,0,0,CL,19.378929,-99.265869,,
700174,70,174,Mexico,25-May-97,25-May-97,25,5,1997,25,5,1997,1,8,0,EPR,,,Army troops,,1,0,-99,4,0,Guerrero state,Guerrero state,1,6,6,13,,,Two rebels and two soldiers are killed when army troops are ambushed on a highway by EPR guerrillas.,AFP,0,,0,0,CL,17.43919,-99.545097,,
700175,70,175,Mexico,27-May-97,27-May-97,27,5,1997,27,5,1997,1,8,0,EPR,,,Army troops,,1,0,-99,5,0,Atoyac,Atoyac,1,3,3,13,,,Soldiers and rebels clash.,AP,0,,0,0,CL,20.010139,-103.519,,
700176,70,176,Mexico,28-May-97,28-May-97,28,5,1997,28,5,1997,1,2,0,Teachers,,,Government,,1,0,5,0,0,Mexico City,Mexico City,1,1,1,2,,,Teachers protest for higher pay.,AP,0,,0,0,CL,19.43261,-99.133209,,
700177,70,177,Mexico,6-Jul-97,6-Jul-97,6,7,1997,6,7,1997,1,4,0,Zapatista supporters,,,Government,,1,0,-99,0,0,Chiapas state,Chiapas state,1,6,6,1,,,Zapatista supporters burn election materials and ransack voting stations to protest an election.,AP,0,,0,0,CL,16.322439,-91.791061,,
700178,70,178,Mexico,29-Jul-97,29-Jul-97,29,7,1997,29,7,1997,1,9,0,Gunmen,,,Irma Ibarra Navejat,,0,0,-99,1,0,Mexico City,Mexico City,1,1,1,13,,,Unknown gunmen kill a lawyer who reportedly mediated between army officers and drug traffickers.,AP,0,,0,0,CL,19.43261,-99.133209,,
700179,70,179,Mexico,3-Aug-97,3-Aug-97,3,8,1997,3,8,1997,1,9,0,Gunmen,,,Civilians,,0,0,-99,6,0,Ciudad Juarez,Ciudad Juarez,1,2,2,13,,,Gunmen massacre six people at a restaurant in escalating drug violence.,AP,0,,0,0,CL,31.697531,-106.4432,,
700180,70,180,Mexico,4-Aug-97,4-Aug-97,4,8,1997,4,8,1997,1,9,0,Gunmen,,,Informants,,0,0,1,6,0,Ciudad Juarez,Ciudad Juarez,1,2,2,13,,,"Four men burst into a restaurant and kill six people, including two informants for the US DEA.",AFP,0,,0,0,CL,31.697531,-106.4432,,
700181,70,181,Mexico,22-Aug-97,25-Aug-97,22,8,1997,25,8,1997,4,2,0,Indians,,,Army troops,,1,0,-99,0,0,San Cayetano,San Cayetano,1,3,3,5,,,Indians in Chiapas protest the re-installation of a military camp.,AP,0,,0,0,CL,19.377411,-100.1006,,
700182,70,182,Mexico,23-Aug-97,23-Aug-97,23,8,1997,23,8,1997,1,9,0,Gunmen,,,Civilians,,0,0,-99,4,0,Ciudad Juarez,Ciudad Juarez,1,2,2,13,,,Four people are killed in escalating drug violence.,AP,0,,0,0,CL,31.697531,-106.4432,,
700183,70,183,Mexico,31-Aug-97,31-Aug-97,31,8,1997,31,8,1997,1,2,0,Protesters,,,Political violence,,0,0,4,0,0,Ciudad Juarez,Ciudad Juarez,1,2,2,9,,,8000 people gather to protest against violence in Juarez since the July 4 death of an area drug lord.,AP,0,,0,0,CL,31.697531,-106.4432,,
700184,70,184,Mexico,31-Aug-97,31-Aug-97,31,8,1997,31,8,1997,1,9,0,Gunmen,,,Civilians,,0,0,-99,4,0,Ciudad Juarez,Ciudad Juarez,1,2,2,13,,,Gunmen kill four people in a nightclub in escalating drug violence.,AP,0,,0,0,CL,31.697531,-106.4432,,
700185,70,185,Mexico,2-Sep-97,2-Sep-97,2,9,1997,2,9,1997,1,4,0,Bus company employees,,,Bus company employees,,0,0,-99,0,0,Mexico City,Mexico City,1,1,1,13,,,Employees of two bus lines attack one another in an escalating conflict over routes and passengers.,AP,0,,0,0,CL,19.43261,-99.133209,,
700186,70,186,Mexico,8-Sep-97,8-Sep-97,8,9,1997,8,9,1997,1,7,0,Police,,,Civilians,,0,0,-99,6,0,Mexico City,Mexico City,1,1,1,13,,,"Police initiate a series of drug raids in the Buenos Aires neighborhood.  Six people turn up dead, showing signs of torture.  19 elite police officers are eventually arrested.",AP,0,,0,0,CL,19.43261,-99.133209,,
700187,70,187,Mexico,9-Sep-97,14-Sep-97,9,9,1997,14,9,1997,6,1,0,EZLN,EZLN sympathizers,,Government,,1,0,4,0,0,Mexico City,Mexico City,1,1,1,5,,,Thousands of rebels and their supporters march from San Cristobal to Mexico City to press for greater Indian rights.,Both,0,,0,0,CL,19.43261,-99.133209,,
700188,70,188,Mexico,9-Sep-97,9-Sep-97,9,9,1997,9,9,1997,1,2,9,Protesters,,,Police,,1,0,3,0,0,Mexico City,Mexico City,1,1,1,10,,,100 residents of the Buenos Aires neighborhood of Mexico City rally outside a police state to rally against police brutality.,AP,0,,0,0,CL,19.43261,-99.133209,,
700189,70,189,Mexico,18-Sep-97,18-Sep-97,18,9,1997,18,9,1997,1,9,0,Unknown thugs,,,Journalist,,0,0,1,0,0,Mexico City,Mexico City,1,1,1,13,,,A journalist is beaten as she steps off a bus for her coverage of gang violence.,AP,0,,0,0,CL,19.43261,-99.133209,,
700190,70,190,Mexico,21-Sep-97,21-Sep-97,21,9,1997,21,9,1997,1,4,0,Zapatista supporters,,,PRI supporters,,0,0,-99,2,0,Chenalho county,Chenalho county,1,6,6,12,5,,PRI supporters and Zapatistas clash over land disputes and ethnic issues.,AP,0,,0,0,CL,16.883301,-92.599998,,
700191,70,191,Mexico,2-Oct-97,2-Oct-97,2,10,1997,2,10,1997,1,2,4,Students,,,Government,,1,0,5,0,0,Mexico City,Mexico City,1,1,1,10,,,"Students march to demand a full government accounting for a 1968 massacre of hundreds of peaceful demonstrators.  Several people are injured when marchers attack cars, buses, and loot stores.",AP,0,,0,0,CL,19.43261,-99.133209,,
700192,70,192,Mexico,2-Oct-97,2-Oct-97,2,10,1997,2,10,1997,1,4,0,Zapatista supporters,,,PRI supporters,,0,0,-99,4,0,Las Lomas,Las Lomas,1,3,3,5,,,A clash occurs between Zapatista and PRI supporters.  Authorities say it is an act of vengeance for a clash in May in the same village.,AP,0,,0,0,CL,19.378929,-99.265869,,
700193,70,193,Mexico,6-Oct-97,6-Oct-97,6,10,1997,6,10,1997,1,2,0,Auto workers,,,Baja California governor,,0,1,-99,0,0,Tijuana,Tijuana,1,2,2,10,,,Workers at a small Korean owned auto parts factory stage a hunger strike against the local governor when he rejects their bid to form an independent union separate from government backed unions.,AP,0,,0,0,CL,32.51495,-117.0382,,
700194,70,194,Mexico,13-Oct-97,13-Oct-97,13,10,1997,13,10,1997,1,2,0,Indigenous protesters,,,Government,,1,0,4,0,0,Mexico City; San Cristobal de las Casas; Ocosingo,Mexico City,1,4,1,5,12,9,Thousands march against Columbus Day.  Mayan natives demand land and the fulfillment of government peace promises.,AP,0,,0,0,CL,19.43261,-99.133209,,
700194,70,194,Mexico,13-Oct-97,13-Oct-97,13,10,1997,13,10,1997,1,2,0,Indigenous protesters,,,Government,,1,0,4,0,0,Mexico City; San Cristobal; Ocosingo,San Cristobal de las Casas,2,4,4,5,12,9,Thousands march against Columbus Day.  Mayan natives demand land and the fulfillment of government peace promises.,AP,0,,0,0,CL,16.73704,-92.637619,,
700194,70,194,Mexico,13-Oct-97,13-Oct-97,13,10,1997,13,10,1997,1,2,0,Indigenous protesters,,,Government,,1,0,4,0,0,Mexico City; San Cristobal; Ocosingo,Ocosingo,3,4,4,5,12,9,Thousands march against Columbus Day.  Mayan natives demand land and the fulfillment of government peace promises.,AP,0,,0,0,CL,16.90872,-92.094368,,
700195,70,195,Mexico,15-Oct-97,15-Oct-97,15,10,1997,15,10,1997,1,4,0,Indian peasant supporters of the government,,,Zapatista supporters,,0,0,-99,2,0,Tzanembolom,Tzanembolom,1,3,3,5,,,Government and rebel supporters clash.,AP,0,,0,0,CL,17.048519,-92.506989,,
700196,70,196,Mexico,15-Oct-97,15-Oct-97,15,10,1997,15,10,1997,1,4,0,Vigilantes,,,Accused cattle rustlers,,0,0,-99,7,0,El Vergel,El Vergel,1,3,3,12,,,Seven Tojolobal Indian men are shot to death and thrown in a deep cave after neighbors accuse them of rustling cattle.  Their bodies are not recovered until February.,AP,0,Event reported in February 1998.  Date is estimated.,0,0,CL,19.31743,-99.081299,,
700197,70,197,Mexico,15-Oct-97,15-Oct-97,15,10,1997,15,10,1997,1,4,0,Zapatista supporters,,,National Peasant Coordinating Council,,0,0,-99,2,0,Sitala county,Sitala county,1,6,6,13,,,Two pro-government peasant leaders of the National Peasant Coordinating Council are killed by Zapatista supporters.,AP,0,,0,0,CL,17.02441,-92.305847,,
700198,70,198,Mexico,19-Oct-97,19-Oct-97,19,10,1997,19,10,1997,1,4,0,PRI supporters,,,PRD supporters,,0,0,-99,0,0,Jalpa de Mendez county,Jalpa de Mendez county,1,6,6,1,,,"Supporters of the PRD and PRI clash, firing shots in the air and throwing tear gas and firebombs over a municipal election.",AP,0,,0,0,CL,18.176029,-93.062393,,
700199,70,199,Mexico,4-Nov-97,4-Nov-97,4,11,1997,4,11,1997,1,4,0,Prison inmates,,,Prison guards,,1,0,-99,0,0,Monterrey,Monterrey,1,2,2,3,,,Prison inmates riot over living conditions.,AP,0,,0,0,CL,25.67321,-100.3092,,
700200,70,200,Mexico,4-Nov-97,4-Nov-97,4,11,1997,4,11,1997,1,9,0,Unknown gunmen,,,Catholic bishops,,0,0,-99,0,0,Chiapas state,Chiapas state,1,6,6,14,,,Gunmen open fire on a motorcade carrying two Catholic bishops.,AP,0,,0,0,CL,16.322439,-91.791061,,
700201,70,201,Mexico,20-Nov-97,20-Nov-97,20,11,1997,20,11,1997,1,10,0,Police,,,Army police,,1,0,3,0,0,Mexico City,Mexico City,1,1,1,10,,,Army forces arrive at a base to arrest members of the Zorros for the massacre of six teenagers. Police take over their own base and barricade themselves inside to protest the arrests. Zorros surrender after 14 hour standoff.,AP,0,,0,0,CL,19.43261,-99.133209,,
700202,70,202,Mexico,27-Nov-97,27-Nov-97,27,11,1997,27,11,1997,1,9,0,Unknown gunmen,,,Journalist,,0,0,-99,0,0,Tijuana,Tijuana,1,2,2,14,,,Unknown gunmen open fire on a journalist who wrote investigative pieces on the drug trade and official corruption.,AP,0,,0,0,CL,32.51495,-117.0382,,
700203,70,203,Mexico,29-Nov-97,29-Nov-97,29,11,1997,29,11,1997,1,2,0,Protesters,,,Crime,Police corruption,1,0,5,0,0,Mexico City,Mexico City,1,1,1,13,10,,"20,000 people, many of them upper class, march to protest crime and police corruption.",Both,0,,0,0,CL,19.43261,-99.133209,,
700204,70,204,Mexico,6-Dec-97,6-Dec-97,6,12,1997,6,12,1997,1,2,0,Journalists,,,Local police,,0,1,3,0,0,Tijuana,Tijuana,1,2,2,13,,,More than 100 journalists march to demand an end to government corruption and violence against reporters orchestrated by drug traffickers.,AP,0,,0,0,CL,32.51495,-117.0382,,
700205,70,205,Mexico,22-Dec-97,22-Dec-97,22,12,1997,22,12,1997,1,7,0,PRI gunmen,,,Las Abejas,Tzotzil peasants,0,0,2,45,0,Acteal; Quextic,Acteal,1,5,5,5,13,,"About 70 gunmen loyal to a local faction of the PRI descend upon an Indian village, massacring Tzotzil Indians and members of an EZLN affiliated group called Las Abejas.  Many of the killers were political rivals.",Both,0,,0,0,CL,16.98778,-92.518608,,
700205,70,205,Mexico,22-Dec-97,22-Dec-97,22,12,1997,22,12,1997,1,7,0,PRI gunmen,,,Las Abejas,Tzotzil peasants,0,0,2,45,0,Acteal; Quextic,Quextic,2,5,5,5,13,,"About 70 gunmen loyal to a local faction of the PRI descend upon an Indian village, massacring Tzotzil Indians and members of an EZLN affiliated group called Las Abejas.  Many of the killers were political rivals.",Both,0,,0,0,CL,16.98778,-92.518608,Location of Acteal which neighbors Quextic according to LATimes is used.,No
700206,70,206,Mexico,29-Dec-97,29-Dec-97,29,12,1997,29,12,1997,1,2,0,Children led protest,,,Government,,1,0,-99,0,0,Mexico City,Mexico City,1,1,1,9,10,,"Children lead a protest in front of the president's official residence, protesting the recent massacre in Acteal.",AFP,0,,0,0,CL,19.43261,-99.133209,,
700207,70,207,Mexico,31-Dec-97,31-Dec-97,31,12,1997,31,12,1997,1,2,0,Indians,,,Government,,1,0,3,0,0,Acteal,Acteal,1,2,2,9,5,10,About 400 Indians march to Acteal to demand punishment of government officials they accuse of complicity in the massacre there.,AP,0,,0,0,CL,16.98778,-92.518608,,
700208,70,208,Mexico,1-Jan-98,1-Jan-98,1,1,1998,1,1,1998,1,2,0,Protesters,,,Government,,1,0,4,0,0,Mexico City; San Cristobal de Las Casas,Mexico City,1,4,1,9,10,,4000 people march on the fourth anniversary of the Zapatista uprising and mourn the death of 45 people in Acteal.,AP,0,,0,0,CL,19.43261,-99.133209,,
700208,70,208,Mexico,1-Jan-98,1-Jan-98,1,1,1998,1,1,1998,1,2,0,Protesters,,,Government,,1,0,4,0,0,Mexico City; San Cristobal,San Cristobal de las Casas,2,4,4,9,10,,4000 people march on the fourth anniversary of the Zapatista uprising and mourn the death of 45 people in Acteal.,AP,0,,0,0,CL,16.73704,-92.637619,,
700209,70,209,Mexico,3-Jan-98,3-Jan-98,3,1,1998,3,1,1998,1,2,0,Villagers,,,Government,Journalists,0,0,3,0,0,Los Chorros,Los Chorros,1,2,2,9,10,,"Hundreds of townspeople protest against journalists and the government over arrests made in the town, denying that anyone in the town was responsible for the Acteal massacre.",AP,0,,0,0,CL,20.21459,-98.00528,,
700210,70,210,Mexico,12-Jan-98,12-Jan-98,12,1,1998,12,1,1998,1,2,4,Zapatista supporters,,,Government,,1,0,4,1,2,Ocosingo,Ocosingo,1,2,2,9,10,,"Zapatista supporters protest against the Acteal massacre, and then clash with police in Ocosingo.  Police open fire, resulting in one death.",Both,0,,0,0,CL,16.90872,-92.094368,,
700211,70,211,Mexico,13-Jan-98,13-Jan-98,13,1,1998,13,1,1998,1,2,0,Zapatista supporters,,,Government,,1,0,4,0,0,Ocosingo,Ocosingo,1,2,2,10,,,Zapatista supporters demand punishment for police officers who fired on demonstrators.,AFP,0,,0,0,CL,16.90872,-92.094368,,
700212,70,212,Mexico,15-Jan-98,15-Jan-98,15,1,1998,15,1,1998,1,2,0,Zapatista supporters,,,Government,,1,0,3,0,0,Ocosingo,Ocosingo,1,2,2,10,,,Zapatista supporters gather outside government office buildings and shout at soldiers on the day of a funeral for a woman shot dead at a protest.,AFP,0,,0,0,CL,16.90872,-92.094368,,
700213,70,213,Mexico,22-Jan-98,22-Jan-98,22,1,1998,22,1,1998,1,9,0,Unknown gunmen,,,Civilians,,0,0,-99,13,0,Road between Acapulco and Zihuatenejo,Road between Acapulco and Zihuatenejo,1,3,3,14,,,"Unknown gunmen kill 13 people, including an Egyptian diplomat, over the course of a week.",AP,0,Dates are estimated.,0,0,CL,17.216,-100.758,,
700214,70,214,Mexico,21-Feb-98,21-Feb-98,21,2,1998,21,2,1998,1,7,0,Peace and Justice militia,,,Refugees,,0,0,1,1,0,Yosija,Yosija,1,-99,-99,11,10,,A pro-government militia ambushes refugees as they return home from a meeting with a human rights organization.,AP,0,,0,0,CL,22.950001,-102.05,location approximate,no
700215,70,215,Mexico,28-Feb-98,28-Feb-98,28,2,1998,28,2,1998,1,2,0,PRI supporters,,,Foreign human rights workers,,0,0,4,0,0,Chenalho county,Chenalho county,1,6,6,10,8,,PRI supporters protest to demand that foreign human rights workers be expelled from Chiapas.,AFP,0,,0,0,CL,16.883301,-92.599998,,
700216,70,216,Mexico,3-Mar-98,3-Mar-98,3,3,1998,3,3,1998,1,4,0,Prison inmates,,,Prison guards,,1,0,3,1,2,Oaxaca City,Oaxaca City,1,2,2,13,,,Prison inmates riot after a police sweep for weapons.,AP,0,,0,0,CL,17.05942,-96.721619,,
700217,70,217,Mexico,22-Mar-98,25-Mar-98,22,3,1998,25,3,1998,4,6,0,National Transportation Federation (Conatram),,,Government,,1,0,3,0,0,Nationwide,Nationwide,1,7,8,2,,,Conatram initiates a strike to demand that the government resolve a number of labor issues.,AP,0,,0,0,CL,23,-102,,
700218,70,218,Mexico,26-Mar-98,26-Mar-98,26,3,1998,26,3,1998,1,4,0,Vigilante mob,,,Local court,Accused kidnappers,0,1,2,2,0,Huejutla,Huejutla,1,2,2,13,,,An enraged mob storms a court after a judge frees two kidnapping suspects on bail.  The mob beats the judge and lynches the accused kidnappers.,AP,0,,0,0,CL,21.14374,-98.418114,,
700219,70,219,Mexico,28-Mar-98,28-Mar-98,28,3,1998,28,3,1998,1,2,0,Crime victims,Victim supporters,,Government,,1,0,4,0,0,Mexico City,Mexico City,1,1,1,13,,,Thousands of crime victims and their supporters march to demand harsher punishments for criminals and corrupt police.,AP,0,,0,0,CL,19.43261,-99.133209,,
